TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,Purpose,OutOfPolicy,EntitiyCode,EmployeeNumber,BusinessUnit,HotelNights,NetCosts,Transportation_CO2e,Hotel_CO2e,Spend_CO2e
208,BR,São Paulo,ZA,Johannesburg,Customer Visit,Yes,9000,M1002-M5160,Executive Management,3,7023.0,6111.3152,154.2,4420.1425
209,US,New York,MX,Mexico City,Conference/Exhibition,Yes,10000,M1002-M5165,Marketing,2,2069.0,1486.5916,38.6,1395.1343
210,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,7000,M1002-M5165,Sales,3,2765.0,3416.9176,48.3,2202.9553
211,BR,São Paulo,US,Miami,Customer Visit,No,7000,M1002-M5183,Marketing,2,1908.0,1862.2934,32.2,820.5135
212,AU,Sydney,SG,Singapore,Customer Visit,No,9000,M1002-M5184,Ecosystem,2,1483.0,1782.9322,49.0,1048.6259
213,US,New York,CA,Toronto,Conference/Exhibition,Yes,6000,M1002-M5186,Sales,6,2448.0,248.5826,44.4,836.2924
214,AU,Sydney,SG,Singapore,Customer Visit,No,7000,M1002-M5190,Marketing,3,1987.0,1782.9322,73.5,1239.6128
215,AU,Sydney,DE,Frankfurt,Customer Visit,No,7000,M1002-M5207,Value Engineering,2,2321.0,4695.2446,26.4,2358.3507
216,BR,São Paulo,US,Miami,Customer Visit,No,8000,M1002-M5215,Value Engineering,1,1502.0,1862.2934,16.1,772.6779
217,AU,Sydney,DE,Frankfurt,Internal Business Trip,No,8000,M1002-M5221,Executive Management,1,2705.0,4725.91,13.2,3401.1629000000003
218,AU,Sydney,US,Los Angeles,Internal Business Trip,No,9000,M1002-M5222,Services,4,2747.0,3416.9176,64.4,1921.8803
219,MX,Mexico City,US,Miami,Customer Visit,No,6000,M1002-M5224,Executive Management,6,2474.0,608.0284,96.6,295.3966
220,DE,Berlin,NL,Amsterdam,Customer Visit,Yes,9000,M1002-M5230,Executive Management,3,930.0,175.9086,44.4,91.8081
221,AU,Sydney,AU,Brisbane,Conference/Exhibition,No,7000,M1002-M5241,Sales,1,353.0,223.2116,35.0,227.0221
222,CN,Beijing,IN,New Delhi,Customer Visit,No,7000,M1002-M5252,Sales,2,1188.0,1079.4338,117.8,1376.4151
223,BR,São Paulo,PT,Lisbon,Customer Visit,No,6000,M1002-M5252,Ecosystem,3,2388.0,2247.889,57.0,1166.6572
224,AU,Sydney,AU,Brisbane,Internal Business Trip,No,7000,M1002-M5258,Sales,5,1122.0,223.2116,175.0,227.0221
225,ZA,Cape Town,ZA,Johannesburg,Conference/Exhibition,No,9000,M1002-M5260,Marketing,1,301.0,376.8716,51.4,309.0263
226,CN,Beijing,RU,Moscow,Conference/Exhibition,No,8000,M1002-M5267,Marketing,1,1003.0,1641.749,24.2,1256.0331
227,DE,Berlin,FR,Paris,Conference/Exhibition,No,6000,M1002-M5270,Value Engineering,3,1343.0,112.8904,20.1,35.4661
228,US,New York,CA,Toronto,Conference/Exhibition,No,7000,M1002-M5273,Sales,3,1592.0,248.5826,22.2,666.8269
229,CN,Beijing,TR,Istanbul,Customer Visit,No,10000,M1002-M5277,Executive Management,6,1949.0,2000.205,192.6,1289.392
230,DE,Berlin,IT,Rome,Customer Visit,No,10000,M1002-M5279,Value Engineering,5,1447.0,349.1932,71.5,81.853
231,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,10000,M1002-M5296,Marketing,6,1394.0,502.4644,336.0,404.6095
232,DE,Berlin,GB,London,Enablement,No,6000,M1002-M5301,Value Engineering,5,1709.0,285.008,52.0,63.602
233,AU,Sydney,AU,Perth,Partner Visit,No,8000,M1002-M5302,Sales,2,877.0,971.6856,70.0,622.2087
234,DE,Berlin,ES,Madrid,Customer Visit,Yes,7000,M1002-M5307,Sales,3,939.0,548.794,21.0,130.5223
235,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,9000,M1002-M5318,Ecosystem,3,1130.0,502.4644,168.0,445.1369
236,DE,Berlin,NL,Amsterdam,Conference/Exhibition,No,8000,M1002-M5318,Ecosystem,2,634.01,289.2068,29.6,10.3602
237,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,6000,M1002-M5325,Marketing,2,14762.0,8429.4106,102.8,9650.8328
238,AU,Sydney,DE,Frankfurt,Internal Business Trip,No,10000,M1002-M5338,Sales,4,2781.0,4883.3882,52.8,2460.7725
239,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,8000,M1002-M5344,Value Engineering,4,1826.0,2107.427,205.6,927.4792
240,BR,São Paulo,ZA,Johannesburg,Conference/Exhibition,No,9000,M1002-M5349,Executive Management,3,1761.0,2107.427,154.2,951.397
241,US,New York,CA,Toronto,Conference/Exhibition,Yes,9000,M1002-M5356,Executive Management,2,1424.0,248.5826,14.8,709.3903
242,AU,Sydney,DE,Frankfurt,Customer Visit,No,6000,M1002-M5365,Marketing,1,2024.0,4883.3882,13.2,2205.9424
243,BR,São Paulo,AR,Buenos Aires,Internal Business Trip,No,8000,M1002-M5369,Sales,4,2053.0,753.6458,224.0,1009.1983
244,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,9000,M1002-M5369,Value Engineering,3,1133.0,502.4644,168.0,469.719
245,MX,Mexico City,US,Miami,Enablement,No,6000,M1002-M5369,Services,3,2086.0,911.981,48.3,887.0013
246,CN,Beijing,IN,New Delhi,Customer Visit,No,9000,M1002-M5371,Sales,2,1210.0,1079.4338,117.8,1380.7662
247,BR,São Paulo,US,Miami,Enablement,No,8000,M1002-M5372,Sales,3,2059.0,1862.2934,48.3,708.8971
248,US,New York,FR,Paris,Conference/Exhibition,Yes,10000,M1002-M5384,Sales,6,9634.0,4811.769,40.2,5902.1274
249,DE,Berlin,ES,Madrid,Customer Visit,No,6000,M1002-M5391,Value Engineering,3,858.0,548.794,21.0,102.3162
250,CN,Beijing,RU,Moscow,Conference/Exhibition,No,10000,M1002-M5395,Sales,1,5129.0,4760.8986,24.2,7259.1753
251,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,7000,M1002-M5399,Legal,2,2845.0,3416.9176,32.2,2649.7925
252,US,New York,MX,Mexico City,Conference/Exhibition,No,9000,M1002-M5400,Operations,5,1585.0,991.128,96.5,563.5712
253,CN,Beijing,IN,New Delhi,Customer Visit,No,10000,M1002-M5412,Marketing,3,1298.0,1079.4338,176.7,1364.812
254,AU,Sydney,SG,Singapore,Enablement,Yes,6000,M1002-M5415,Executive Management,3,5747.0,5170.3148,73.5,5876.149
255,BR,São Paulo,ZA,Johannesburg,Internal Business Trip,No,8000,M1002-M5432,Sales,3,2029.0,2107.427,154.2,1123.4723
256,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,6000,M1002-M5435,Sales,3,1222.0,502.4644,168.0,516.8903
257,US,New York,CA,Toronto,Conference/Exhibition,No,6000,M1002-M5435,Office Management,4,1046.94,168.351,29.6,9.1872
258,AU,Sydney,SG,Singapore,Internal Business Trip,No,6000,M1002-M5437,Sales,6,2571.0,1782.9322,147.0,1096.6729
259,ZA,Cape Town,ZA,Johannesburg,Customer Visit,No,10000,M1002-M5447,Customer Support,2,378.0,376.8716,102.8,266.0601
260,BR,São Paulo,ZA,Johannesburg,Conference/Exhibition,No,7000,M1002-M5451,Sales,3,6994.0,6111.3152,154.2,4404.8617
261,CN,Beijing,RU,Moscow,Conference/Exhibition,No,10000,M1002-M5451,Value Engineering,3,1336.0,1641.749,72.6,1428.6289
262,BR,São Paulo,ZA,Johannesburg,Conference/Exhibition,No,8000,M1002-M5461,Marketing,5,2160.0,2107.427,257.0,1013.849
263,BR,São Paulo,US,Miami,Customer Visit,No,10000,M1002-M5463,Legal,1,5802.0,5400.4536,16.1,3647.4647
264,AU,Sydney,US,Los Angeles,Customer Visit,No,6000,M1002-M5478,Sales,2,2299.0,3416.9176,32.2,2069.6248
265,AU,Sydney,AU,Brisbane,Conference/Exhibition,No,10000,M1002-M5483,Value Engineering,2,559.0,223.2116,70.0,225.8209
266,BR,São Paulo,US,Miami,Conference/Exhibition,No,10000,M1002-M5484,Office Management,2,1893.0,1862.2934,32.2,855.7258
267,CN,Beijing,IN,New Delhi,Internal Business Trip,Yes,6000,M1002-M5487,Executive Management,1,927.0,1079.4338,58.9,1177.7124
268,CN,Beijing,AU,Sydney,Conference/Exhibition,No,8000,M1002-M5499,Operations,3,6632.0,6960.905,105.0,8712.4607
269,AU,Sydney,US,Los Angeles,Internal Business Trip,No,9000,M1002-M5499,Sales,3,2656.0,3416.9176,48.3,2159.713
270,AU,Sydney,SG,Singapore,Internal Business Trip,No,10000,M1002-M5517,Sales,1,4367.0,5170.3148,24.5,4920.0135
271,BR,São Paulo,PT,Lisbon,Conference/Exhibition,Yes,10000,M1002-M5520,Sales,3,7792.0,6518.6398,57.0,4806.1493
272,CN,Beijing,RU,Moscow,Partner Visit,No,9000,M1002-M5532,Value Engineering,3,5080.0,4760.8986,72.6,6855.9684
273,CN,Beijing,RU,Moscow,Customer Visit,Yes,9000,M1002-M5534,Marketing,3,1263.0,1641.749,72.6,1332.9035
274,AU,Sydney,DE,Frankfurt,Customer Visit,No,7000,M1002-M5540,Legal,6,3755.0,4725.91,79.2,3603.12
275,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,9000,M1002-M5542,Executive Management,1,2206.0,3416.9176,16.1,2264.2152
276,US,New York,CA,Toronto,Conference/Exhibition,No,7000,M1002-M5553,Customer Support,3,1653.0,248.5826,22.2,733.8249
277,AU,Sydney,US,Los Angeles,Customer Visit,No,10000,M1003-M5002,Value Engineering,1,2226.0,3416.9176,16.1,2314.6646
278,US,New York,MX,Mexico City,Customer Visit,Yes,7000,M1003-M5003,Sales,2,2261.0,1486.5916,38.6,1526.7656
279,DE,Berlin,GB,London,Customer Visit,No,7000,M1003-M5007,Executive Management,4,2233.0,427.4834,41.6,464.571
280,US,New York,MX,Mexico City,Conference/Exhibition,Yes,8000,M1003-M5008,Marketing,1,2080.0,1486.5916,19.3,1503.1193
281,US,New York,JP,Tokyo,Customer Visit,No,7000,M1003-M5011,Value Engineering,1,10433.0,8917.7856,39.0,7985.3703
282,US,New York,MX,Mexico City,Customer Visit,Yes,6000,M1003-M5012,Marketing,4,5083.0,1486.5916,77.2,3528.0345
283,DE,Berlin,FR,Paris,Conference/Exhibition,No,9000,M1003-M5016,Marketing,2,846.0,261.7012,13.4,86.2775
284,AU,Sydney,US,Los Angeles,Enablement,No,6000,M1003-M5020,Ecosystem,2,2668.0,3416.9176,32.2,2497.2432
285,DE,Berlin,ES,Madrid,Customer Visit,Yes,7000,M1003-M5026,Product Management,2,996.0,823.1354,14.0,292.5691
286,AU,Sydney,DE,Frankfurt,Customer Visit,No,7000,M1003-M5026,Sales,3,2514.0,4883.3882,39.6,2403.9867
287,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,6000,M1003-M5028,Sales,5,3042.0,4725.91,66.0,2969.8193
288,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,9000,M1003-M5029,Marketing,3,2978.0,3416.9176,48.3,2488.835
289,DE,Berlin,ES,Madrid,Customer Visit,Yes,10000,M1003-M5029,Value Engineering,1,414.0,548.794,7.0,101.2101
290,AU,Sydney,NZ,Auckland,Conference/Exhibition,Yes,9000,M1003-M5031,Customer Support,1,822.0,640.171,10.4,790.3733
291,BR,São Paulo,AR,Buenos Aires,Enablement,No,7000,M1003-M5034,Value Engineering,3,1049.0,502.4644,168.0,397.3013
292,AU,Sydney,AU,Melbourne,Customer Visit,No,6000,M1003-M5034,Value Engineering,3,718.0,209.077,105.0,255.8503
293,DE,Berlin,ES,Madrid,Conference/Exhibition,Yes,9000,M1003-M5035,Marketing,2,1171.0,823.1354,14.0,371.6568
294,AU,Sydney,US,Los Angeles,Customer Visit,No,10000,M1003-M5036,Services,1,2256.0,3416.9176,16.1,2367.5163
295,BR,São Paulo,US,Miami,Conference/Exhibition,No,7000,M1003-M5036,Ecosystem,2,2140.0,1862.2934,32.2,961.3627
296,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,10000,M1003-M5037,Customer Support,1,935.0,502.4644,56.0,520.2122
297,MX,Mexico City,US,Miami,Conference/Exhibition,No,6000,M1003-M5038,Services,4,2952.0,911.981,64.4,1243.2626
298,DE,Berlin,FR,Paris,Conference/Exhibition,No,7000,M1003-M5038,Value Engineering,2,1159.0,112.8904,13.4,38.663
299,BR,São Paulo,US,Miami,Customer Visit,No,8000,M1003-M5040,Product Management,3,2115.0,1862.2934,48.3,723.5135
300,ZA,Cape Town,ZA,Johannesburg,Partner Visit,No,7000,M1003-M5042,Office Management,1,289.0,376.8716,51.4,275.9754
301,DE,Berlin,ES,Madrid,Customer Visit,No,7000,M1003-M5048,Sales,2,1007.0,823.1354,14.0,288.1447
302,AU,Sydney,US,Los Angeles,Internal Business Trip,Yes,8000,M1003-M5049,Sales,2,9809.0,9908.699,32.2,11091.6516
303,CN,Beijing,TR,Istanbul,Customer Visit,No,7000,M1003-M5051,Office Management,1,5318.0,5800.3828,32.1,7462.2292
304,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,8000,M1003-M5051,Sales,3,1936.0,2107.427,154.2,1048.397
305,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,6000,M1003-M5052,Sales,1,9413.0,9908.699,16.1,10907.8718
306,BR,São Paulo,ZA,Johannesburg,Conference/Exhibition,Yes,8000,M1003-M5053,Services,2,6648.0,6111.3152,102.8,4260.0262
307,BR,São Paulo,US,Miami,Internal Business Trip,No,7000,M1003-M5056,Marketing,3,2406.0,1862.2934,48.3,967.3422
308,DE,Berlin,ES,Madrid,Customer Visit,Yes,8000,M1003-M5057,Marketing,5,1780.0,823.1354,35.0,330.7303
309,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,7000,M1003-M5058,Sales,2,997.0,502.4644,112.0,483.6711
310,AU,Sydney,US,Los Angeles,Customer Visit,No,9000,M1003-M5058,Sales,3,3091.0,3416.9176,48.3,2676.2183
311,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,Yes,10000,M1003-M5058,Marketing,2,1638.0,753.6458,112.0,901.5682
312,DE,Berlin,IT,Rome,Enablement,Yes,10000,M1003-M5058,Marketing,5,1810.0,523.7544,71.5,233.9447
313,US,New York,CA,Toronto,Conference/Exhibition,No,10000,M1003-M5058,Ecosystem,4,1265.0,165.7328,29.6,263.2626
314,AU,Sydney,DE,Frankfurt,Internal Business Trip,No,6000,M1003-M5063,Marketing,2,10737.0,13704.6388,26.4,13503.976
315,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,8000,M1003-M5064,Value Engineering,1,1892.0,2107.427,51.4,1179.9449
316,BR,São Paulo,ZA,Johannesburg,Conference/Exhibition,No,10000,M1003-M5069,Ecosystem,5,2284.0,2107.427,257.0,1136.0956
317,BR,São Paulo,ZA,Johannesburg,Customer Visit,Yes,9000,M1003-M5069,Value Engineering,2,5646.0,6111.3152,102.8,3596.9716
318,BR,São Paulo,US,Miami,Customer Visit,Yes,7000,M1003-M5072,Sales,2,6701.0,5400.4536,32.2,4005.5673
319,AU,Sydney,US,Los Angeles,Internal Business Trip,No,7000,M1003-M5072,Ecosystem,2,2695.0,3416.9176,32.2,2522.4679
320,CN,Beijing,RU,Moscow,Customer Visit,No,8000,M1003-M5073,Marketing,2,1183.0,1641.749,48.4,1316.9493
321,BR,São Paulo,PT,Lisbon,Conference/Exhibition,No,10000,M1003-M5073,Sales,3,2460.0,2247.889,57.0,1193.8969
322,AU,Sydney,AU,Brisbane,Customer Visit,Yes,7000,M1003-M5077,Operations,5,1056.0,223.2116,175.0,245.0397
323,BR,São Paulo,US,Miami,Customer Visit,No,10000,M1003-M5078,Sales,3,2061.0,1862.2934,48.3,745.4381
324,AU,Sydney,SG,Singapore,Conference/Exhibition,No,8000,M1003-M5078,Marketing,5,2284.0,1782.9322,122.5,928.5084
325,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,10000,M1003-M5084,Sales,2,2181.0,753.6458,112.0,1248.3763
326,US,New York,CA,Toronto,Conference/Exhibition,No,10000,M1003-M5084,Sales,2,629.37,357.0808,14.8,9.916
327,AU,Sydney,NZ,Auckland,Customer Visit,Yes,10000,M1003-M5085,Sales,4,1289.0,640.171,41.6,641.4275
328,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,10000,M1003-M5087,Sales,3,2106.0,2107.427,154.2,1160.6777
329,AU,Sydney,CN,Beijing,Conference/Exhibition,No,9000,M1003-M5087,Operations,2,1881.0,2554.4790000000003,107.0,1981.975
330,CN,Beijing,IN,New Delhi,Customer Visit,No,10000,M1003-M5090,Value Engineering,2,1164.0,1079.4338,117.8,1354.6593
331,BR,São Paulo,ZA,Johannesburg,Conference/Exhibition,No,8000,M1003-M5092,Product Management,6,15128.0,8429.4106,308.4,9553.8328
332,AU,Sydney,DE,Frankfurt,Conference/Exhibition,No,9000,M1003-M5092,Office Management,5,3166.0,4725.91,66.0,3194.5713
333,AU,Sydney,AU,Perth,Customer Visit,No,7000,M1003-M5094,Sales,6,1566.0,971.6856,210.0,653.4393
334,AU,Sydney,SG,Singapore,Conference/Exhibition,No,7000,M1003-M5095,Sales,2,1705.0,1782.9322,49.0,1275.648
335,CN,Beijing,TR,Istanbul,Customer Visit,No,6000,M1003-M5096,Operations,5,5034.0,5800.3828,160.5,6145.2799
336,CN,Beijing,RU,Moscow,Conference/Exhibition,No,7000,M1003-M5096,Ecosystem,5,1784.0,1641.749,121.0,1653.4385
337,CN,Beijing,RU,Moscow,Conference/Exhibition,No,9000,M1003-M5098,Executive Management,4,1518.0,1641.749,96.8,1530.1558
338,DE,Berlin,ES,Madrid,Customer Visit,No,10000,M1003-M5111,Customer Support,3,908.0,548.794,21.0,103.4224
339,US,New York,MX,Mexico City,Conference/Exhibition,No,8000,M1003-M5115,Executive Management,6,2651.0,1486.5916,115.8,1387.2522
340,AU,Sydney,AU,Brisbane,Enablement,No,6000,M1003-M5119,Sales,1,422.0,223.2116,35.0,283.4773
341,BR,São Paulo,ZA,Johannesburg,Enablement,No,10000,M1003-M5123,Sales,6,1950.0,2107.427,308.4,855.7258
342,AU,Sydney,NZ,Auckland,Conference/Exhibition,Yes,9000,M1003-M5123,Customer Support,2,939.0,640.171,20.8,660.6464
343,MX,Mexico City,US,Miami,Conference/Exhibition,No,7000,M1003-M5126,Value Engineering,3,1527.0,608.0284,48.3,403.33
344,AU,Sydney,AU,Melbourne,Conference/Exhibition,No,9000,M1003-M5133,Marketing,3,730.0,209.077,105.0,198.1939
345,CN,Beijing,IN,New Delhi,Customer Visit,No,10000,M1003-M5134,Executive Management,1,953.0,1079.4338,58.9,1198.0177
346,DE,Berlin,ES,Madrid,Internal Business Trip,Yes,6000,M1003-M5135,Marketing,4,1560.0,823.1354,28.0,324.0936
347,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,7000,M1003-M5139,Customer Support,2,8962.0,9908.699,32.2,9954.1387
348,AU,Sydney,SG,Singapore,Customer Visit,No,6000,M1003-M5142,Sales,2,1621.0,1782.9322,49.0,1262.4351
349,DE,Berlin,ES,Madrid,Conference/Exhibition,No,8000,M1003-M5143,Sales,4,1182.0,548.794,28.0,135.4999
350,DE,Berlin,ES,Madrid,Conference/Exhibition,No,9000,M1003-M5146,Executive Management,1,397.0,548.794,7.0,102.8693
351,CN,Beijing,IN,New Delhi,Internal Business Trip,No,9000,M1003-M5146,Sales,2,1253.0,1079.4338,117.8,1460.5374
352,ES,Madrid,PT,Lisbon,Conference/Exhibition,No,8000,M1003-M5148,Sales,3,987.0,228.0898,57.0,436.3387
353,BR,São Paulo,ZA,Johannesburg,Conference/Exhibition,No,8000,M1003-M5148,Ecosystem,2,1703.0,2107.427,102.8,971.3285
354,AU,Sydney,CN,Beijing,Customer Visit,No,9000,M1003-M5148,Finance,3,7421.0,6960.905,160.5,8583.4758
355,CN,Beijing,RU,Moscow,Enablement,No,7000,M1003-M5149,Marketing,6,1951.0,1641.749,145.2,1740.4616
356,DE,Berlin,ES,Madrid,Conference/Exhibition,No,7000,M1003-M5149,Marketing,2,1102.0,823.1354,14.0,353.9589
357,AU,Sydney,SG,Singapore,Conference/Exhibition,No,9000,M1003-M5151,Sales,1,1270.0,1782.9322,24.5,1145.9211
358,CN,Beijing,TR,Istanbul,Conference/Exhibition,No,10000,M1003-M5151,Sales,2,4546.0,5800.3828,64.2,6064.0583
359,DE,Berlin,ES,Madrid,Customer Visit,No,6000,M1003-M5152,Marketing,6,1633.0,548.794,42.0,141.0305
360,BR,São Paulo,US,Miami,Customer Visit,No,6000,M1003-M5154,Sales,4,2377.0,1862.2934,64.4,700.9245
361,DE,Berlin,GB,London,Conference/Exhibition,Yes,6000,M1003-M5160,Sales,2,1098.0,427.4834,20.8,217.9059
362,BR,São Paulo,US,Miami,Internal Business Trip,No,9000,M1003-M5161,Customer Support,3,2012.0,1862.2934,48.3,740.1231
363,AU,Sydney,SG,Singapore,Customer Visit,No,7000,M1003-M5163,Sales,5,2385.0,1782.9322,122.5,1201.1752
364,AU,Sydney,SG,Singapore,Customer Visit,No,7000,M1003-M5165,Sales,2,1342.0,1782.9322,49.0,950.1296
365,BR,São Paulo,US,Miami,Conference/Exhibition,No,6000,M1003-M5166,Value Engineering,5,3185.0,1862.2934,80.5,1005.8764
366,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,7000,M1003-M5166,Value Engineering,4,3239.0,3416.9176,64.4,2425.1727
367,CN,Beijing,RU,Moscow,Conference/Exhibition,Yes,9000,M1003-M5167,Operations,3,3983.0,4760.8986,72.6,5198.1787
368,AU,Sydney,AU,Brisbane,Enablement,No,10000,M1003-M5167,Ecosystem,2,530.0,223.2116,70.0,211.4068
369,ES,Madrid,PT,Lisbon,Conference/Exhibition,No,6000,M1003-M5168,Sales,1,295.0,152.07,19.0,103.039
370,BR,São Paulo,US,Miami,Conference/Exhibition,No,6000,M1003-M5171,Ecosystem,1,1705.0,1862.2934,16.1,900.2395
371,BR,São Paulo,US,Miami,Internal Business Trip,No,8000,M1003-M5171,Value Engineering,1,1798.0,1862.2934,16.1,968.0066
372,DE,Berlin,NL,Amsterdam,Internal Business Trip,No,8000,M1003-M5178,Sales,1,349.09,304.8924,14.8,7.0949
373,AU,Sydney,US,Los Angeles,Enablement,No,10000,M1003-M5180,Sales,4,3372.0,3416.9176,64.4,2601.7454
374,JP,Fukuoka,JP,Tokyo,Conference/Exhibition,No,9000,M1003-M5183,Sales,3,1124.0,261.316,117.0,106.2129
375,BR,São Paulo,ZA,Johannesburg,Customer Visit,Yes,10000,M1003-M5183,Sales,5,7052.0,6111.3152,257.0,4317.1631
376,AU,Sydney,DE,Frankfurt,Customer Visit,No,10000,M1003-M5184,Value Engineering,2,11461.0,13615.7122,26.4,13391.4216
377,BR,São Paulo,US,Miami,Internal Business Trip,No,9000,M1003-M5185,Ecosystem,1,1755.0,1862.2934,16.1,932.1299
378,BR,São Paulo,AR,Buenos Aires,Internal Business Trip,No,6000,M1003-M5185,Value Engineering,3,1213.0,502.4644,168.0,528.1848
379,AU,Sydney,US,Los Angeles,Customer Visit,No,8000,M1003-M5186,Value Engineering,3,2459.0,3416.9176,48.3,1863.0227
380,AU,Sydney,AU,Perth,Customer Visit,No,6000,M1003-M5187,Ecosystem,1,612.0,971.6856,35.0,528.5171
381,AU,Sydney,US,Los Angeles,Conference/Exhibition,No,10000,M1003-M5188,Marketing,4,2868.0,3416.9176,64.4,1939.8979
382,DE,Berlin,NL,Amsterdam,Conference/Exhibition,No,7000,M1003-M5192,Value Engineering,4,1291.0,175.9086,59.2,88.4897
383,AU,Sydney,DE,Frankfurt,Customer Visit,No,6000,M1003-M5202,Marketing,1,2432.0,4695.2446,13.2,2704.5681
384,DE,Berlin,ES,Madrid,Internal Business Trip,Yes,9000,M1003-M5204,Sales,2,1142.0,823.1354,14.0,378.2936
385,BR,São Paulo,US,Miami,Customer Visit,No,10000,M1003-M5204,Sales,5,2701.0,1862.2934,80.5,744.7738
386,AU,Sydney,AU,Melbourne,Enablement,No,9000,M1003-M5210,Sales,1,400.0,209.077,35.0,236.6315
387,AU,Sydney,US,Los Angeles,Conference/Exhibition,Yes,10000,M1003-M5216,Customer Support,2,8542.0,9908.699,32.2,9483.2781
388,CN,Beijing,RU,Moscow,Customer Visit,No,8000,M1003-M5218,Legal,1,1045.0,1641.749,24.2,1316.9493
389,BR,São Paulo,AR,Buenos Aires,Conference/Exhibition,No,9000,M1003-M5218,Sales,3,1150.0,502.4644,168.0,504.267
390,AU,Sydney,DE,Frankfurt,Customer Visit,No,9000,M1003-M5220,Marketing,3,2879.0,4695.2446,39.6,2797.0464
391,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,9000,M1003-M5221,Sales,4,1154.0,502.4644,224.0,382.0204
392,BR,São Paulo,US,Miami,Conference/Exhibition,No,8000,M1003-M5224,Sales,2,6041.0,5400.4536,32.2,3615.5743
393,BR,São Paulo,ZA,Johannesburg,Customer Visit,No,10000,M1003-M5224,Sales,2,1549.0,2107.427,102.8,868.3491
394,BR,São Paulo,US,Miami,Customer Visit,No,9000,M1003-M5224,Sales,1,6335.0,5400.4536,16.1,3985.6358
395,US,New York,CA,Toronto,Customer Visit,Yes,10000,M1003-M5224,Engineering,5,2194.0,248.5826,37.0,854.4212
396,BR,São Paulo,AR,Buenos Aires,Customer Visit,No,8000,M1003-M5229,Value Engineering,1,1531.0,753.6458,56.0,924.1573
397,AU,Sydney,AU,Brisbane,Customer Visit,No,7000,M1003-M5229,Value Engineering,3,730.0,223.2116,105.0,221.0162
398,DE,Hamburg,DE,Berlin,Conference/Exhibition,No,7000,M1003-M5236,Marketing,2,428.0,15.5478,26.4,7.8925
399,CN,Beijing,AU,Sydney,Internal Business Trip,No,9000,M1003-M5236,Sales,2,1982.0,2554.4790000000003,70.0,2230.6916
400,DE,Berlin,NL,Amsterdam,Internal Business Trip,No,8000,M1003-M5241,Office Management,3,960.0,54.8668,44.4,18.8819
401,AU,Sydney,AU,Brisbane,Customer Visit,Yes,8000,M1003-M5241,Legal,2,560.0,223.2116,70.0,278.6726
402,CN,Beijing,RU,Moscow,Customer Visit,No,9000,M1003-M5244,Executive Management,5,1712.0,1641.749,121.0,1492.4458
403,AU,Sydney,DE,Frankfurt,Customer Visit,Yes,6000,M1003-M5245,Value Engineering,6,11228.0,13615.7122,79.2,12187.2146
404,BR,São Paulo,US,Miami,Customer Visit,No,9000,M1003-M5252,Customer Support,2,1795.0,1862.2934,32.2,795.2669
405,CN,Beijing,AU,Sydney,Internal Business Trip,No,9000,M1003-M5261,Value Engineering,1,1851.0,2554.4790000000003,35.0,2327.8674
406,DE,Berlin,ES,Madrid,Customer Visit,No,7000,M1003-M5263,Sales,1,480.0,548.794,7.0,128.8632
407,CN,Beijing,IN,New Delhi,Conference/Exhibition,No,10000,M1003-M5263,Services,2,1218.0,1079.4338,117.8,1432.9801
